"","eukprok","mag","Domain","Clade","Kingdom","Supergroup","Phylum","Class","Order","Family","Genus","Species","community","degree","MAG","classification"
"269","euk","Cluster_6","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Fragilariopsis","Fragilariopsis cylindrus",2,21,"SO-all-SRF-0-8-5-00_bin-20","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Fragilariopsis;Fragilariopsis cylindrus"
"270","euk","Cluster_6","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Fragilariopsis","Fragilariopsis cylindrus",2,21,"SO-all-DCM-0-8-5-00_bin-52","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Fragilariopsis;Fragilariopsis cylindrus"
"271","euk","Cluster_9","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Dictyochophyceae","Pedinellales","-","Florenciella","Pteridomonas danica",7,51,"SAO-all-SRF-0-8-5-00_bin-590","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Dictyochophyceae;Pedinellales;-;Florenciella;Pteridomonas danica"
"272","euk","Cluster_9","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Dictyochophyceae","Pedinellales","-","Florenciella","Pteridomonas danica",7,51,"MS-all-SRF-0-8-5-00_bin-158","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Dictyochophyceae;Pedinellales;-;Florenciella;Pteridomonas danica"
"273","prok","SO-all-SRF-0-8-5-00_bin-2","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Nitrincolaceae","g__ASP10-02a","s__",2,9,NA,NA
"274","euk","Cluster_170","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,2,"SAO-all-DCM-180-2000-00_bin-12","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"275","prok","NPO-all-SRF-0-8-5-00_bin-377","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales_A","f__UBA2165","g__TMED167","s__",7,12,NA,NA
"276","euk","Cluster_30","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas bandaiensis",5,18,"MS-all-SRF-0-8-5-00_bin-405","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas bandaiensis"
"277","euk","Cluster_30","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas bandaiensis",5,18,"IO-all-SRF-0-8-5-00_bin-105","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas bandaiensis"
"278","euk","Cluster_30","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas bandaiensis",5,18,"NAO-all-MIX-0-8-5-00_bin-144","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas bandaiensis"
"279","euk","Cluster_30","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas bandaiensis",5,18,"MS-all-DCM-0-8-5-00_bin-318","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas bandaiensis"
"280","euk","Cluster_30","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas bandaiensis",5,18,"NAO-all-SRF-0-8-5-00_bin-23","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas bandaiensis"
"281","euk","Cluster_30","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas bandaiensis",5,18,"SAO-all-SRF-0-8-5-00_bin-592","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas bandaiensis"
"282","euk","Cluster_12","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",1,28,"NPO-all-SRF-0-8-5-00_bin-232","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"283","euk","Cluster_12","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",1,28,"SPO-SPSG-SRF-0-8-5-00_bin-151","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"284","euk","Cluster_12","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",1,28,"NPO-all-SRF-20-180-00_bin-76","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"285","euk","Cluster_12","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",1,28,"MS-all-SRF-0-8-5-00_bin-125","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"286","euk","Cluster_12","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",1,28,"SPO-all-SRF-5-20-00_bin-13","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"287","euk","Cluster_12","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",1,28,"NPO-all-SRF-5-20-00_bin-20","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"288","euk","Cluster_12","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",1,28,"NPO-all-DCM-5-20-00_bin-42","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"289","euk","Cluster_12","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",1,28,"SPO-SPSG-DCM-5-20-00_bin-40","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"290","euk","Cluster_12","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","-","-","-",".","-",1,28,"SPO-all-SRF-0-8-5-00_bin-906","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;-;-;-;.;-"
"291","euk","Cluster_43","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus sp. 'lucimarinus'",4,41,"MS-all-DCM-0-8-5-00_bin-256","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus sp. 'lucimarinus'"
"292","euk","Cluster_43","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus sp. 'lucimarinus'",4,41,"SAO-all-SRF-0-8-5-00_bin-484","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus sp. 'lucimarinus'"
"293","euk","Cluster_43","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus sp. 'lucimarinus'",4,41,"NAO-all-SRF-0-8-5-00_bin-169","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus sp. 'lucimarinus'"
"294","euk","Cluster_43","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus sp. 'lucimarinus'",4,41,"SPO-all-SRF-0-8-5-00_bin-761","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus sp. 'lucimarinus'"
"295","euk","Cluster_43","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus sp. 'lucimarinus'",4,41,"MS-all-SRF-0-8-5-00_bin-123","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus sp. 'lucimarinus'"
"296","euk","Cluster_43","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus sp. 'lucimarinus'",4,41,"SAO-all-DCM-0-8-5-00_bin-564","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus sp. 'lucimarinus'"
"297","euk","Cluster_43","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus sp. 'lucimarinus'",4,41,"SPO-CHIL-SRF-0-8-5-00_bin-249","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus sp. 'lucimarinus'"
"298","prok","SPO-SPSG-SRF-0-8-5-00_bin-342","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Alphaproteobacteria","o__UBA8366","f__UBA8366","g__UBA8366","s__UBA8366 sp002711555",7,12,NA,NA
"299","euk","Cluster_119","Eukaryota","Sar",".","-","-","Dinophyceae","-","-",".","-",7,25,"SO-all-SRF-0-8-5-00_bin-112","Eukaryota;Sar;.;-;-;Dinophyceae;-;-;.;-"
"300","euk","Cluster_33","Eukaryota","Sar",".","-","-","-","-","-",".","-",7,56,"SAO-all-DCM-0-8-5-00_bin-418","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"301","euk","Cluster_73","Eukaryota","Amoebozoa",".","-","Discosea","Flabellinia","-","-",".","-",2,19,"SPO-all-SRF-0-8-5-00_bin-775","Eukaryota;Amoebozoa;.;-;Discosea;Flabellinia;-;-;.;-"
"302","euk","Cluster_73","Eukaryota","Amoebozoa",".","-","Discosea","Flabellinia","-","-",".","-",2,19,"SPO-PEOD-DCM-0-8-5-00_bin-54","Eukaryota;Amoebozoa;.;-;Discosea;Flabellinia;-;-;.;-"
"303","euk","Cluster_73","Eukaryota","Amoebozoa",".","-","Discosea","Flabellinia","-","-",".","-",2,19,"NPO-all-SRF-0-8-5-00_bin-32","Eukaryota;Amoebozoa;.;-;Discosea;-;-;-;.;-"
"304","euk","Cluster_73","Eukaryota","Amoebozoa",".","-","Discosea","Flabellinia","-","-",".","-",2,19,"SPO-all-DCM-0-8-5-00_bin-527","Eukaryota;Amoebozoa;.;-;Discosea;Flabellinia;-;-;.;-"
"305","euk","Cluster_134","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,8,"IO-all-SRF-180-2000-00_bin-21","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"306","euk","Cluster_137","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Harpacticoida","Harpacticidae","Tigriopus","Tigriopus californicus",1,18,"RS-all-DCM-20-180-00_bin-3","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Harpacticoida;Harpacticidae;Tigriopus;Tigriopus californicus"
"307","prok","MS-all-DCM-0-8-5-00_bin-168","d__Bacteria","NA","NA","NA","p__SAR324","c__SAR324","o__SAR324","f__NAC60-12","g__JCVI-SCAAA005","s__JCVI-SCAAA005 sp000224765",7,7,NA,NA
"308","euk","Cluster_123","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas bandaiensis",5,13,"SPO-all-SRF-0-8-5-00_bin-1028","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas bandaiensis"
"309","euk","Cluster_123","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas bandaiensis",5,13,"SPO-CHIL-SRF-0-8-5-00_bin-213","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas bandaiensis"
"310","euk","Cluster_152","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,29,"SPO-all-SRF-20-180-00_bin-110","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"311","euk","Cluster_100","Eukaryota","Sar",".","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","-",".","-",4,20,"SAO-all-DCM-0-8-5-00_bin-588","Eukaryota;Sar;.;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;-;.;-"
"312","prok","SPO-CHIL-DCM-0-8-5-00_bin-42","d__Bacteria","NA","NA","NA","p__SAR324","c__SAR324","o__SAR324","f__NAC60-12","g__JCVI-SCAAA005","s__JCVI-SCAAA005 sp002683655",7,15,NA,NA
"313","prok","NAO-all-MIX-0-8-5-00_bin-178","d__Bacteria","NA","NA","NA","p__SAR324","c__SAR324","o__SAR324","f__NAC60-12","g__JCVI-SCAAA005","s__JCVI-SCAAA005 sp000224765",7,16,NA,NA
"314","prok","SPO-all-SRF-20-180-00_bin-209","d__Bacteria","NA","NA","NA","p__Cyanobacteria","c__Cyanobacteriia","o__Synechococcales","f__Cyanobiaceae","g__Synechococcus_C","s__Synechococcus_C sp002687115",3,4,NA,NA
"315","euk","Cluster_5","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,35,"IO-all-DCM-0-8-5-00_bin-306","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"316","euk","Cluster_5","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,35,"RS-all-DCM-0-8-5-00_bin-46","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"317","euk","Cluster_5","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,35,"SAO-all-DCM-0-8-5-00_bin-271","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"318","euk","Cluster_5","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,35,"IO-all-DCM-20-180-00_bin-62","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"319","euk","Cluster_5","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,35,"MS-all-DCM-0-8-5-00_bin-636","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"320","euk","Cluster_5","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,35,"NAO-all-DCM-0-8-5-00_bin-131","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"321","euk","Cluster_5","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,35,"IO-all-SRF-0-8-5-00_bin-22","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"322","euk","Cluster_5","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,35,"SPO-PEOD-DCM-0-8-5-00_bin-80","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"323","euk","Cluster_5","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,35,"SAO-all-SRF-0-8-5-00_bin-171","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"324","euk","Cluster_5","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,35,"NPO-all-DCM-0-8-5-00_bin-411","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"325","euk","Cluster_5","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,35,"NAO-all-SRF-0-8-5-00_bin-142","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"326","euk","Cluster_5","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,35,"RS-all-SRF-0-8-5-00_bin-50","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"327","euk","Cluster_5","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,35,"SPO-all-DCM-0-8-5-00_bin-127","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"328","euk","Cluster_5","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos",4,35,"SPO-SPSG-DCM-0-8-5-00_bin-173","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos"
"329","euk","Cluster_17","Eukaryota","core chlorophytes","Viridiplantae","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","-",2,17,"IO-all-SRF-180-2000-00_bin-44","Eukaryota;core chlorophytes;Viridiplantae;Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;-"
"330","euk","Cluster_17","Eukaryota","core chlorophytes","Viridiplantae","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","-",2,17,"IO-all-DCM-20-180-00_bin-84","Eukaryota;core chlorophytes;Viridiplantae;Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;-"
"331","euk","Cluster_17","Eukaryota","core chlorophytes","Viridiplantae","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","-",2,17,"IO-all-SRF-20-180-00_bin-26","Eukaryota;core chlorophytes;Viridiplantae;Archaeplastida;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;-"
"332","euk","Cluster_125","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Chromulinaceae","Ochromonas","-",5,12,"IO-all-SRF-0-8-5-00_bin-548","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Chromulinaceae;Ochromonas;-"
"333","euk","Cluster_179","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","-",5,4,"IO-all-SRF-0-8-5-00_bin-325","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;-"
"334","euk","Cluster_44","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Bolidophyceae","Parmales","Triparmaceae","Bolidomonas","Triparma pacifica",2,19,"SPO-all-DCM-0-8-5-00_bin-542","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Bolidophyceae;Parmales;Triparmaceae;Bolidomonas;Triparma pacifica"
"335","euk","Cluster_44","Eukaryota","Sar",".","Stramenopiles","Bacillariophyta","Bolidophyceae","Parmales","Triparmaceae","Bolidomonas","Triparma pacifica",2,19,"NPO-all-DCM-0-8-5-00_bin-310","Eukaryota;Sar;.;Stramenopiles;Bacillariophyta;Bolidophyceae;Parmales;Triparmaceae;Bolidomonas;Triparma pacifica"
"336","euk","Cluster_59","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Dictyochophyceae","Florenciellales","-","Florenciella","Florenciella parvula",5,22,"MS-all-SRF-0-8-5-00_bin-588","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Dictyochophyceae;Florenciellales;-;Florenciella;Florenciella parvula"
"337","euk","Cluster_59","Eukaryota","Sar",".","Stramenopiles","Ochrophyta","Dictyochophyceae","Florenciellales","-","Florenciella","Florenciella parvula",5,22,"SAO-all-SRF-0-8-5-00_bin-111","Eukaryota;Sar;.;Stramenopiles;Ochrophyta;Dictyochophyceae;Florenciellales;-;Florenciella;Florenciella parvula"
"338","euk","Cluster_85","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas pusilla",4,31,"MS-all-SRF-0-8-5-00_bin-584","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla"
"339","euk","Cluster_85","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas pusilla",4,31,"NAO-all-SRF-0-8-5-00_bin-631","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla"
"340","euk","Cluster_46","Eukaryota","Sar",".","-","-","-","-","-",".","-",7,60,"IO-all-DCM-0-8-5-00_bin-157","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"341","euk","Cluster_46","Eukaryota","Sar",".","-","-","-","-","-",".","-",7,60,"NAO-all-MIX-0-8-5-00_bin-132","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"342","euk","Cluster_140","Eukaryota","Sar",".","-","-","-","-","-",".","-",7,13,"MS-all-SRF-0-8-5-00_bin-479","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"343","prok","NPO-all-SRF-180-2000-00_bin-41","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__Anaplasmataceae","g__","s__",1,11,NA,NA
"344","euk","Cluster_28","Eukaryota","Opisthokonta","Metazoa","Metazoa","Arthropoda","Hexanauplia","Calanoida","Temoridae","Eurytemora","Eurytemora affinis",1,33,"IO-all-SRF-20-180-00_bin-30","Eukaryota;Opisthokonta;Metazoa;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;Eurytemora;Eurytemora affinis"
"345","prok","SAO-all-DCM-0-8-5-00_bin-456","d__Bacteria","NA","NA","NA","p__Myxococcota","c__UBA796","o__UBA796","f__UBA796","g__GCA-2683315","s__",7,11,NA,NA
"346","prok","NPO-all-SRF-0-8-5-00_bin-260","d__Bacteria","NA","NA","NA","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Verrucomicrobiales","f__DEV007","g__","s__",4,13,NA,NA
"347","euk","Cluster_122","Eukaryota","Sar",".","-","-","-","-","-",".","-",2,22,"SO-all-DCM-0-8-5-00_bin-49","Eukaryota;Sar;.;-;-;-;-;-;.;-"
"348","prok","MS-all-SRF-180-2000-00_bin-45","d__Bacteria","NA","NA","NA","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Vibrionaceae","g__Paraphotobacterium","s__Paraphotobacterium marinum",1,20,NA,NA
"349","prok","IO-all-MES-0-8-5-00_bin-431","d__Bacteria","NA","NA","NA","p__Planctomycetota","c__Phycisphaerae","o__Phycisphaerales","f__Phycisphaeraceae","g__GCA-2686995","s__GCA-2686995 sp002686995",2,6,NA,NA
"350","prok","SPO-SPSG-SRF-180-2000-00_bin-221","d__Bacteria","NA","NA","NA","p__Cyanobacteria","c__Cyanobacteriia","o__Synechococcales","f__Cyanobiaceae","g__Synechococcus_C","s__Synechococcus_C sp002687115",3,4,NA,NA
"351","euk","Cluster_69","Eukaryota",".","Viridiplantae","Archaeplastida","Chlorophyta","Palmophyllophyceae","Prasinococcales","Prasinococcaceae","Prasinoderma","Prasinoderma singulare",4,29,"NAO-all-SRF-0-8-5-00_bin-499","Eukaryota;.;Viridiplantae;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcaceae;Prasinoderma;Prasinoderma singulare"
