mag,taxonomy
IO-all-SRF-5-20-00_bin-65,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-
NAO-all-SRF-180-2000-00_bin-59,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-all-SRF-20-180-00_bin-146,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-MIX-0-8-5-00_bin-132,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;-
MS-all-DCM-0-8-5-00_bin-442,Eukaryota;-;-;-;-;-;-;-
SPO-SPSG-SRF-5-20-00_bin-127,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-402,Eukaryota;-;-;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-536,Eukaryota;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcales-Clade-B;Prasinoderma;Prasinoderma singularis
SPO-SPSG-SRF-180-2000-00_bin-82,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
NPO-all-DCM-0-8-5-00_bin-211,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-350,Eukaryota;-;-;-;-;-;-;-
NPO-all-SRF-20-180-00_bin-31,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
IO-all-DCM-0-8-5-00_bin-36,Eukaryota;-;-;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-200,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;-;-;-;-
IO-all-SRF-20-180-00_bin-73,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
IO-all-SRF-180-2000-00_bin-30,Eukaryota;Metazoa;-;-;-;-;-;-
NPO-all-SRF-0-8-5-00_bin-232,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;-;-
NAO-all-DCM-0-8-5-00_bin-77,Eukaryota;-;-;-;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-546,Eukaryota;Archaeplastida;Chlorophyta;Prasino-Clade-V;Pseudoscourfieldiales;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii
RS-all-SRF-0-8-5-00_bin-83,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas sp.
SAO-all-DCM-0-8-5-00_bin-517,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-
NAO-all-SRF-0-8-5-00_bin-507,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;-;-
IO-all-SRF-0-8-5-00_bin-256,Eukaryota;-;-;-;-;-;-;-
IO-all-DCM-20-180-00_bin-54,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
IO-all-DCM-20-180-00_bin-49,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-290,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-
SPO-SPSG-DCM-20-180-00_bin-1,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-580,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Thalassiosira;-
MS-all-SRF-0-8-5-00_bin-198,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-
SAO-all-DCM-0-8-5-00_bin-43,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
NPO-all-DCM-20-180-00_bin-69,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-all-SRF-5-20-00_bin-20,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;-;-;-;-
MS-all-DCM-0-8-5-00_bin-147,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;-;-
NAO-all-DCM-5-20-00_bin-19,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NPO-all-SRF-5-20-00_bin-19,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-
SAO-all-SRF-0-8-5-00_bin-545,Eukaryota;-;-;-;-;-;-;-
SPO-all-DCM-0-8-5-00_bin-527,Eukaryota;-;-;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-325,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
SPO-PEOD-SRF-20-180-00_bin-18,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
RS-all-SRF-0-8-5-00_bin-105,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-538,Eukaryota;Stramenopiles;-;-;-;-;-;-
SPO-all-SRF-20-180-00_bin-59,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-200,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-234,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
NAO-all-SRF-20-180-00_bin-39,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-115,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
MS-all-SRF-180-2000-00_bin-26,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-
IO-all-SRF-180-2000-00_bin-83,Eukaryota;-;-;-;-;-;-;-
NAO-all-DCM-0-8-5-00_bin-14,Eukaryota;-;-;-;-;-;-;-
NPO-all-DCM-20-180-00_bin-29,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-SRF-20-180-00_bin-97,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-322,Eukaryota;-;-;-;-;-;-;-
NAO-all-MIX-5-20-00_bin-5,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NPO-all-DCM-20-180-00_bin-55,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SPO-PEOD-DCM-0-8-5-00_bin-80,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;-
IO-all-SRF-20-180-00_bin-121,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-566,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;-;-;-
SPO-all-SRF-180-2000-00_bin-263,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-PEOD-SRF-20-180-00_bin-12,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-294,Eukaryota;-;-;-;-;-;-;-
NPO-all-SRF-0-8-5-00_bin-455,Eukaryota;-;-;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-218,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
SO-all-SRF-0-8-5-00_bin-50,Eukaryota;-;-;-;-;-;-;-
MS-all-DCM-0-8-5-00_bin-256,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus lucimarinus
NPO-all-SRF-0-8-5-00_bin-297,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-266,Eukaryota;-;-;-;-;-;-;-
MS-all-SRF-20-180-00_bin-86,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-20-180-00_bin-188,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-DCM-0-8-5-00_bin-224,Eukaryota;-;-;-;-;-;-;-
MS-all-SRF-5-20-00_bin-53,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-
NPO-all-SRF-5-20-00_bin-20,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;-;-
SAO-all-SRF-5-20-00_bin-14,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;-;-;-;-
NAO-all-MIX-0-8-5-00_bin-163,Eukaryota;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcales-Clade-B;Prasinoderma;Prasinoderma singularis
NPO-all-DCM-20-180-00_bin-33,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-20-180-00_bin-125,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;-;-
NPO-all-DCM-20-180-00_bin-21,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SAO-all-SRF-20-180-00_bin-46,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;-
SPO-all-SRF-20-180-00_bin-185,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-241,Eukaryota;-;-;-;-;-;-;-
MS-all-DCM-0-8-5-00_bin-366,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
MS-all-SRF-0-8-5-00_bin-125,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-583,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-
SPO-all-SRF-20-180-00_bin-52,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-31,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-164,Eukaryota;-;-;-;-;-;-;-
SO-all-SRF-0-8-5-00_bin-43,Eukaryota;-;-;-;-;-;-;-
IO-all-DCM-20-180-00_bin-57,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
SPO-all-SRF-0-8-5-00_bin-449,Eukaryota;-;-;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-721,Eukaryota;-;-;-;-;-;-;-
IO-all-SRF-20-180-00_bin-119,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-169,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus lucimarinus
MS-all-DCM-180-2000-00_bin-15,Eukaryota;Metazoa;-;-;-;-;-;-
NPO-all-SRF-20-180-00_bin-76,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;-;-
NAO-all-SRF-5-20-00_bin-25,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-277,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;-
MS-all-SRF-20-180-00_bin-18,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-SRF-5-20-00_bin-121,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-
SAO-all-SRF-0-8-5-00_bin-141,Eukaryota;-;-;-;-;-;-;-
SO-all-DCM-180-2000-00_bin-14,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-all-SRF-180-2000-00_bin-155,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-all-DCM-0-8-5-00_bin-35,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
NAO-all-SRF-0-8-5-00_bin-76,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SAO-all-DCM-180-2000-00_bin-10,Eukaryota;Metazoa;-;-;-;-;-;-
IO-all-DCM-20-180-00_bin-117,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-SRF-0-8-5-00_bin-100,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
RS-all-SRF-20-180-00_bin-27,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NPO-all-SRF-0-8-5-00_bin-250,Bacteria;Proteobacteria;-;-;-;-;-;-
IO-all-SRF-20-180-00_bin-43,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-5-20-00_bin-72,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
MS-all-DCM-0-8-5-00_bin-636,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos
SPO-CHIL-DCM-180-2000-00_bin-3,Eukaryota;Metazoa;-;-;-;-;-;-
MS-all-DCM-0-8-5-00_bin-94,Eukaryota;-;-;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-447,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-
NPO-all-SRF-0-8-5-00_bin-490,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
NPO-all-SRF-0-8-5-00_bin-329,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
NAO-all-MIX-20-180-00_bin-13,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
MS-all-DCM-0-8-5-00_bin-273,Eukaryota;Archaeplastida;Chlorophyta;Prasino-Clade-V;Pseudoscourfieldiales;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii
SPO-SPSG-SRF-0-8-5-00_bin-290,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-52,Eukaryota;Metazoa;-;-;-;-;-;-
MS-all-SRF-20-180-00_bin-27,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
MS-all-SRF-0-8-5-00_bin-318,Eukaryota;-;-;-;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-618,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-
SPO-all-SRF-5-20-00_bin-13,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;-;-
MS-all-SRF-0-8-5-00_bin-131,Eukaryota;-;-;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-1040,Eukaryota;-;-;-;-;-;-;-
NPO-all-DCM-20-180-00_bin-26,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-334,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-
SAO-all-SRF-0-8-5-00_bin-11,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-81,Eukaryota;Metazoa;-;-;-;-;-;-
NPO-all-DCM-0-8-5-00_bin-390,Eukaryota;-;-;-;-;-;-;-
IO-all-SRF-20-180-00_bin-36,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SO-all-SRF-0-8-5-00_bin-45,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;-
SPO-SPSG-SRF-20-180-00_bin-100,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-25,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
IO-all-SRF-180-2000-00_bin-79,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-CHIL-SRF-0-8-5-00_bin-122,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-
MS-all-SRF-0-8-5-00_bin-582,Eukaryota;-;-;-;-;-;-;-
NPO-all-SRF-0-8-5-00_bin-306,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-111,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-561,Eukaryota;-;-;-;-;-;-;-
IO-all-DCM-20-180-00_bin-62,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;-
NPO-all-DCM-5-20-00_bin-42,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-354,Eukaryota;-;-;-;-;-;-;-
RS-all-SRF-0-8-5-00_bin-17,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-
RS-all-SRF-180-2000-00_bin-8,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NPO-all-MES-0-8-5-00_bin-198,Eukaryota;-;-;-;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-142,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos
SAO-all-SRF-180-2000-00_bin-37,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-303,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-320,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-
NAO-all-MIX-0-8-5-00_bin-170,Eukaryota;-;-;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-349,Eukaryota;-;-;-;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-617,Eukaryota;Metazoa;-;-;-;-;-;-
NAO-all-MIX-0-8-5-00_bin-275,Eukaryota;Stramenopiles;Ochrophyta;Bolidophyceae;Parmales;Bolidomonadaceae;-;-
SPO-all-SRF-5-20-00_bin-77,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-all-SRF-20-180-00_bin-274,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-MIX-0-8-5-00_bin-192,Eukaryota;-;-;-;-;-;-;-
SO-all-DCM-180-2000-00_bin-6,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;-
SO-all-SRF-20-180-00_bin-23,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NPO-all-DCM-0-8-5-00_bin-298,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SAO-all-SRF-20-180-00_bin-53,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NAO-all-SRF-20-180-00_bin-41,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-614,Eukaryota;-;-;-;-;-;-;-
MS-all-DCM-5-20-00_bin-31,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-438,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-
SPO-CHIL-MES-0-8-5-00_bin-26,Eukaryota;-;-;-;-;-;-;-
IO-all-DCM-0-8-5-00_bin-157,Eukaryota;-;-;-;-;-;-;-
NPO-all-SRF-180-2000-00_bin-5,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-77,Eukaryota;-;-;-;-;-;-;-
IO-all-SRF-0-8-5-00_bin-166,Eukaryota;-;-;-;-;-;-;-
NAO-all-DCM-0-8-5-00_bin-38,Eukaryota;-;-;-;-;-;-;-
IO-all-DCM-20-180-00_bin-109,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NAO-all-MIX-180-2000-00_bin-8,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
MS-all-SRF-0-8-5-00_bin-93,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;-;-
SAO-all-SRF-180-2000-00_bin-9,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;-
NAO-all-MIX-0-8-5-00_bin-279,Eukaryota;-;-;-;-;-;-;-
IO-all-SRF-20-180-00_bin-53,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
RS-all-SRF-0-8-5-00_bin-55,Eukaryota;Archaeplastida;Chlorophyta;Prasino-Clade-V;Pseudoscourfieldiales;Pycnococcaceae;Pycnococcus;Pycnococcus provasolii
SPO-CHIL-SRF-20-180-00_bin-8,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-20-180-00_bin-134,Eukaryota;Alveolata;Ciliophora;Spirotrichea;-;-;-;-
MS-all-SRF-5-20-00_bin-24,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-127,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NPO-all-SRF-20-180-00_bin-73,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SPO-SPSG-SRF-20-180-00_bin-188,Eukaryota;Metazoa;-;-;-;-;-;-
NPO-all-DCM-5-20-00_bin-24,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
NPO-all-DCM-20-180-00_bin-3,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-69,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
MS-all-DCM-0-8-5-00_bin-320,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
NAO-all-SRF-0-8-5-00_bin-419,Eukaryota;-;-;-;-;-;-;-
SPO-PEOD-SRF-0-8-5-00_bin-91,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SPO-CHIL-SRF-180-2000-00_bin-21,Eukaryota;Metazoa;-;-;-;-;-;-
SPO-all-SRF-20-180-00_bin-214,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
NPO-all-SRF-20-180-00_bin-24,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-113,Eukaryota;Metazoa;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Stylophora;-
SAO-all-SRF-180-2000-00_bin-19,Eukaryota;Metazoa;-;-;-;-;-;-
RS-all-SRF-180-2000-00_bin-3,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-CHIL-SRF-20-180-00_bin-16,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-all-SRF-20-180-00_bin-111,Eukaryota;Metazoa;Mollusca;Gastropoda;Aplysiida;-;-;-
SAO-all-MES-0-8-5-00_bin-71,Eukaryota;-;-;-;-;-;-;-
SPO-all-SRF-180-2000-00_bin-153,Eukaryota;Metazoa;-;-;-;-;-;-
MS-all-SRF-20-180-00_bin-23,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-SRF-5-20-00_bin-25,Eukaryota;-;-;-;-;-;-;-
SO-all-SRF-5-20-00_bin-34,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;-;-
NAO-all-DCM-0-8-5-00_bin-160,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-
SPO-SPSG-DCM-0-8-5-00_bin-150,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-
SO-all-SRF-5-20-00_bin-63,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-587,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-441,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-
NPO-all-SRF-0-8-5-00_bin-249,Eukaryota;-;-;-;-;-;-;-
MS-all-SRF-5-20-00_bin-35,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-658,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-
SPO-all-SRF-20-180-00_bin-268,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-253,Eukaryota;-;-;-;-;-;-;-
SAO-all-SRF-180-2000-00_bin-47,Eukaryota;Metazoa;-;-;-;-;-;-
SO-all-SRF-5-20-00_bin-55,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
IO-all-SRF-180-2000-00_bin-58,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-683,Eukaryota;-;-;-;-;-;-;-
SPO-PEOD-DCM-0-8-5-00_bin-54,Eukaryota;-;-;-;-;-;-;-
MS-all-DCM-20-180-00_bin-3,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
MS-all-SRF-5-20-00_bin-96,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-CHIL-SRF-0-8-5-00_bin-134,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-
MS-all-SRF-0-8-5-00_bin-16,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
MS-all-SRF-0-8-5-00_bin-405,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-
MS-all-SRF-0-8-5-00_bin-158,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-
SPO-SPSG-SRF-0-8-5-00_bin-608,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
NAO-all-SRF-0-8-5-00_bin-745,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-
SAO-all-SRF-180-2000-00_bin-28,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;-;-
MS-all-DCM-0-8-5-00_bin-290,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-
RS-all-SRF-0-8-5-00_bin-39,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
MS-all-SRF-20-180-00_bin-70,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
IO-all-DCM-0-8-5-00_bin-353,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
MS-all-DCM-180-2000-00_bin-18,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-465,Eukaryota;-;-;-;-;-;-;-
NAO-all-SRF-180-2000-00_bin-73,Eukaryota;Metazoa;-;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-159,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Isochrysidales;-;-;-
MS-all-DCM-0-8-5-00_bin-322,Eukaryota;Archaeplastida;Chlorophyta;Prasino-Clade-V;-;-;-;-
NPO-all-SRF-20-180-00_bin-23,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-all-SRF-0-8-5-00_bin-835,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-
