mag,taxonomy
SAO-all-SRF-0-8-5-00_bin-71,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Minutocellus;-
SAO-all-DCM-20-180-00_bin-13,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-SRF-20-180-00_bin-20,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-all-SRF-180-2000-00_bin-303,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-590,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-
RS-all-SRF-20-180-00_bin-29,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NPO-all-DCM-0-8-5-00_bin-431,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
SPO-all-SRF-0-8-5-00_bin-907,Eukaryota;-;-;-;-;-;-;-
IO-all-MES-0-8-5-00_bin-188,Eukaryota;-;-;-;-;-;-;-
MS-all-SRF-20-180-00_bin-99,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
IO-all-SRF-0-8-5-00_bin-21,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
SAO-all-SRF-180-2000-00_bin-31,Eukaryota;Metazoa;-;-;-;-;-;-
SAO-all-DCM-0-8-5-00_bin-588,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-
MS-all-SRF-20-180-00_bin-94,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-all-SRF-5-20-00_bin-120,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-
SPO-all-SRF-20-180-00_bin-177,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NPO-all-SRF-0-8-5-00_bin-371,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-230,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-
NAO-all-MES-0-8-5-00_bin-290,Eukaryota;Amoebozoa;-;-;-;-;-;-
NAO-all-DCM-0-8-5-00_bin-243,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-
SPO-SPSG-SRF-20-180-00_bin-26,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
SPO-CHIL-SRF-180-2000-00_bin-2,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-
SO-all-SRF-0-8-5-00_bin-63,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;-;-
SPO-SPSG-SRF-180-2000-00_bin-131,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
SPO-SPSG-SRF-180-2000-00_bin-164,Eukaryota;Metazoa;Chordata;Actinopteri;-;-;-;-
NPO-all-DCM-0-8-5-00_bin-38,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-
SPO-SPSG-SRF-20-180-00_bin-82,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-
NAO-all-SRF-0-8-5-00_bin-289,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-
SAO-all-SRF-0-8-5-00_bin-87,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;-
SPO-all-DCM-0-8-5-00_bin-275,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;-;-
SPO-all-SRF-20-180-00_bin-13,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-
